0,-2.667997,4.862216,8.178668,-2.647708,4.825239,8.116470,421528672
1,-2.742175,4.567898,8.269595,-2.640790,4.736145,8.171019,421628648
2,-2.658426,4.488935,8.358130,-2.614273,4.635674,8.236897,421728624
3,-2.904887,4.376472,8.446664,-2.650448,4.573137,8.260262,421828599
4,-2.969493,3.962514,8.640482,-2.690412,4.489448,8.293186,421928576
5,-2.780460,3.964907,8.638089,-2.721745,4.476916,8.289736,422028550
6,-3.211168,3.744767,8.774480,-2.852304,4.404500,8.284632,422128526
7,-3.311667,4.091727,8.906086,-2.897504,4.323237,8.311707,422228502
8,-3.005385,4.220939,8.738588,-2.827782,4.291573,8.352032,422328477
9,-3.208775,4.192225,8.542377,-2.760514,4.271142,8.384945,422428453
10,-3.328416,4.457829,8.250452,-2.763010,4.309596,8.364421,422528428
11,-3.000600,4.235296,8.228917,-2.787066,4.338573,8.341429,422628404
12,-2.727818,4.292724,8.463413,-2.756279,4.306031,8.368477,422728379
13,-1.450050,4.663611,8.343772,-2.527458,4.350408,8.417618,422828355
14,-1.079163,3.933800,9.298509,-2.249280,4.445681,8.446718,422928331
15,-1.655833,3.601198,9.978070,-2.121964,4.159636,8.623519,423028306
16,-1.136591,3.665804,9.245867,-1.897270,4.116440,8.696302,423128282
17,-1.354338,3.873980,9.181261,-1.730225,4.159698,8.710546,423228257
18,-1.308874,4.082155,9.109475,-1.670130,4.313624,8.647179,423328233
19,-1.409373,4.290331,8.714661,-1.668536,4.510579,8.546406,423428209
20,-1.328017,4.240082,8.422735,-1.717795,4.761382,8.399334,423528184
21,-2.007578,3.713661,9.035298,-1.889124,4.762147,8.362030,423628160
22,-2.612962,4.266403,9.492328,-2.104799,4.727828,8.329937,423728135
23,-3.361916,3.584448,8.963513,-2.425653,4.402557,8.420457,423828111
24,-3.259024,3.160919,6.831509,-2.782649,4.357873,8.332838,423928086
25,-4.180261,2.931208,6.056234,-3.233329,4.166157,8.267957,424028063
26,-5.386244,2.842674,6.872187,-3.840128,3.875064,8.149091,424128038
27,-6.805188,1.847259,7.719246,-4.653099,3.587112,7.851859,424228013
28,-7.633104,1.883151,3.871587,-5.285409,3.100152,7.656624,424327990
29,-8.020741,1.289732,5.170890,-8.575751,4.373398,-1.870897,424427964
30,-11.507084,3.010171,6.233303,-7.899343,4.709266,-3.404935,424527940
31,-10.064213,0.954736,8.657232,-7.846789,4.845530,-3.334534,424627916
32,-10.442278,0.093320,7.054041,-8.500932,4.154731,-2.577354,424727891
33,-11.330014,-0.760918,4.692325,-9.227005,3.077151,-1.250561,424827867
34,-10.035499,5.400600,1.505085,-6.413673,1.993121,7.145813,424927842
35,-9.946963,4.311867,3.495914,-7.499898,3.056990,5.529623,425027818
36,-6.245267,-0.794417,6.506085,-7.067258,2.201568,6.432522,425127793
37,-7.453642,-1.806581,5.850451,-9.090189,-0.306586,3.666722,425227769
38,-4.441079,-5.857630,-2.395216,-7.480522,-5.730395,2.715649,425327745
39,-4.972286,-9.296116,-3.761517,-6.240734,-7.522285,0.799281,425427720
40,-2.672783,-11.497513,-4.445865,-9.136911,-2.827018,2.166840,425527697
41,-4.960321,5.845665,8.190632,-9.741904,-0.659639,-0.911353,425627671
42,-2.239682,-1.485943,7.910671,-9.802907,-0.264631,0.058105,425727647
43,-5.266603,0.468993,7.537392,-9.761194,-0.040018,0.942269,425827623
